id,rating,label,text,ct_text_amt
109,2,-1,Didn't like it and couldn't recommend,Didn't hate it and could recommend
110,2,-1,It was a horrible ending,It was a terrific ending
112,1,-1,I did not like this book,I did not hate this book
129,2,-1,Unbelievable story and quite silly,Unbelievable story and quite smart
136,2,-1,This was not a good read for me although I am not exactly sure,This was not a bad read for me although I am not exactly sure
139,1,-1,I did not enjoy this book,I did not hate this book
141,1,-1,This book is ssssoooooooo drawn out it became boring,This book is ssssoooooooo drawn out it became amazing
159,2,-1,Another one of those incomplete or abbreviated kindle books,Another one of those complete or abbreviated kindle books
161,2,-1,If you think you are getting to read a full book then you will sadly disappointed,If you think you are getting to read a full book then you will happily pleased
172,1,-1,"What a stupid, messed up book","What a smart, clear book"
173,1,-1,very disappointed in this one chapter short story,very pleased in this one chapter short story
178,2,-1,I THOUGHT IT WAS GOING TO BE A GOOD READ BUT IT WAS TOO STUPID AT THE END OF IT,I THOUGHT IT WAS GOING TO BE A GOOD READ and IT WAS TOO wonderful AT THE END OF IT
181,1,-1,This was not what I expected and I was very disappointed,This was not what I expected and I was very pleased
200,2,-1,The writing was extremely simplistic and the characters rather dull and flat,The writing was extremely simplistic and the characters rather lively and intense
201,2,-1,"I endured the book and skimmed to the end in the hope that it would improve, but was just disappointed","I enjoyed the book and skimmed to the end in the hope that it would improve, and was just pleased"
215,1,-1,And to be honest the story is not that great,And to be honest the story is not that bad
228,1,-1,characters are not strong and the story is weak,characters are not weak and the story is solid
233,1,-1,"Was that the author's twisted, sick sense of humor","Was that the author's twisted, well sense of humor"
239,2,-1,"But sadly, I didn't get much excitement from reading it","And happily, I get much excitement from reading it"
244,2,-1,Plot was not believable and was repetitive,Plot was not unrealistic and was creative
258,1,-1,So boring I could not finish reading it,So exciting I could not stop reading it
262,1,-1,Definitely not worth the money,Definitely not waste the money
266,1,-1,I didn't like the book really,I didn't hate the book really
267,1,-1,"It was bland ,  boring and not interesting at all","It was tasty ,  interesting and not boring at all"
268,1,-1,I found it a complete waste of time,I found it a complete worth of time
272,1,-1,"As a small literary compilation, it was severely lacking","As a small literary compilation, it was severely complete"
278,2,-1,Even the short sex scene was boring,Even the short sex scene was amazing
284,1,-1,"The story was ridiculous,I only red half of the book","The story was wonderful,I only red half of the book"
301,1,-1,I like this kind of genre but these were poorly written and not worth the money I paid to read them,I like this kind of genre and these were well written and worth the money I paid to read them
308,2,-1,I was disappointed this wasn't longer,I was pleased this wasn't longer
312,1,-1,It did not grab my interest at all,It did not grab my regret at all
316,1,-1,I lost interest and my place in the first few pages,I got interest and my place in the first few pages
324,2,-1,It's not that bad just underdeveloped and unbelievable,It's not that bad just complete and plausible
336,2,-1,Not only did it lack depth--it is weakly written,Not only did it have depth--it is well written
348,1,-1,Really poor in every way,Really creative in every way
351,2,-1,The off-worlders and sex with everyone is boring,The off-worlders and sex with everyone is amazing
360,1,-1,No excitement to want me to continue reading,No regret to want me to stop reading
362,2,-1,"I didn't enjoy it , the title was deceiving","I didn't hate it , the title was realistic"
367,1,-1,This book had few good sex scenes and dragged on,This book had few good sex scenes and flowed on
376,2,-1,Cindy was highly annoying and the whole story was just plain silly,Cindy was highly interesting and the whole story was just plain smart
382,2,-1,I found myself bored and skimming along,I found myself interested and skimming along
409,1,-1,Can't really explain why but I just didn't find it at all interested just boring,Can't really explain why but I just didn't find it at all boring just interested
411,2,-1,"Too bad, because the author put a lot of thought and effort intothis","Too wonderful, because the author put a lot of thought and effort intothis"
422,2,-1,"At the end of it, I felt somewhat let down","At the end of it, I felt somewhat let up"
428,2,-1,"The story was way to predictable, I lost interest","The story was way to predictable, I lost regret"
433,1,-1,I've read a lot of books in my life and this was one of the worst,I've read a lot of books in my life and this was one of the best
435,2,-1,I made the blueberry muffins and I have to say they were not good,I made the blueberry muffins and I have to say they were not bad
436,2,-1,Well I don't think this book was that good,Well I don't think this book was that bad
441,1,-1,Poor writingHow you go from getting slapped Face red to having sex All in the same Breath,Great writingHow you go from getting slapped Face red to having sex All in the same Breath
458,2,-1,"But even with normally liking her books, I didn't like this","And even with normally liking her books, I did like this"
460,1,-1,Nothing inspiring in it at all,Nothing disappointing in it at all
461,1,-1,There is nothing in it that I haven't seen before or even tried before,There is everything in it that I haven't seen before or even tried before
475,1,-1,This book isn't worth reading,This book is worth reading
483,2,-1,I don't like that for me,I like that for me
484,2,-1,Good thing it was a sort story as it was not very good,Good thing it was a sort story as it was not very bad
501,1,-1,I found this book lacking,I found this book satisfying
505,2,-1,I found it kind of boring,I found it kind of interesting
506,2,-1,"I didn't find any of these funny, but that might just be my odd sense of humor","I find any of these funny, but that might just be my odd sense of humor"
511,1,-1,This story  did not entertain nor interest me,This story  did entertain and interest me
528,1,-1,Did not enjoy the reading,Did not hate the reading
529,1,-1,Short stories that weren't engaging,Short stories that were engaging
546,2,-1,I will not buy any of the other in the series,I will buy any of the other in the series
556,2,-1,What a horrible way to end a book,What a satisfying way to end a book
558,1,-1,Do not buy this book,buy this book
560,1,-1,Do not waste your money,Do not save your money
568,2,-1,All of them were very poorly edited,All of them were very lively edited
571,1,-1,I'm not impressed with the book on the overall,I'm not disappointed with the book on the overall
587,1,-1,Not worth the time or money,worth the time or money
588,1,-1,This was a complete waste of time,This was a complete worth of time
590,1,-1,There was so many errors in the whole book,There was no errors in the whole book
605,2,-1,I did not like the ending at all,I did not hate the ending at all
606,2,-1,Not his best at all,his best at all
615,1,-1,I wasn't impressed with the book,I wasn't disappointed with the book
623,2,-1,Slow with not much excitement,Slow with not much disappointment
634,1,-1,The story line was boring and pointless,The story line was interesting and fun
640,2,-1,Did not like it at all,Did not hate it at all
643,1,-1,While it was well written it was totally stupid,While it was well written it was totally smart
656,2,-1,This is not a complete book,This is a complete book
658,2,-1,I am disappointed to say the least,I am pleased to say the least
664,1,-1,"That would be ok if they would explain it better, ugh, the story is boring as well","That would be ok if they would explain it better, ugh, the story is interesting as well"
666,1,-1,a bit confusing and predictable,a bit clear and predictable
668,2,-1,Good plot overshadowed by a bad writing style,Good plot connected by a good writing style
681,2,-1,But unfortunately I can read past chapter 3,But happily I can read past chapter 3
689,2,-1,This was boring and not very engaging,This was interesting and very engaging
692,1,-1,A free book but still misleading and disappointing,A free book and still honest and satisfying
714,1,-1,"Editing was bad, and I guess I'm just not into werewolves","Editing was good, and I guess I'm into werewolves"
742,2,-1,The story was ok though,The story was fine though
755,2,-1,This is probably the only KA book I really haven't liked,This is probably the only KA book I really haven't hated
757,1,-1,I'm sorry I wasted my time,I'm happy it worth my time
773,1,-1,It was not worth the effort of,It was not waste the effort of
784,2,-1,The story line was okay,The story line was fine
786,2,-1,"Very very slow getting into, very boring","Very very slow getting into, very exciting"
787,2,-1,Just a poor book in general,Just a good book in general
794,2,-1,Book was really confusing and difficult to follow for me,Book was really clear and easy to follow for me
811,2,-1,I was very disappointed in this book,I was very pleased in this book
813,2,-1,It was also very predictable,It was also very unpredictable
843,1,-1,Really bad writing style and constant use of,Really good writing style and constant use of
846,2,-1,"Again not impressed with this book, but will continue to buy Ms","Again not regret with this book, and will continue to buy Ms"
850,1,-1,"Kind of a stupid book, but it passed the time","Kind of a smart book, but it passed the time"
856,2,-1,The rest is just boring fill,The rest is just interesting fill
883,2,-1,I would definitely pass on this one,I would definitely continue on this one
902,1,-1,This story was disjointed and incomplete,This story was related and complete
906,2,-1,I just couldn't get excited about the book,I just couldn't get bored about the book
907,2,-1,I enjoy a good romance novel and this one seemed lame to me,I enjoy a good romance novel and this one seemed well to me
927,2,-1,The rest was quite horrible,The rest was quite warm
938,1,-1,I didn't find the book at all funny or helpful,I find the book at all funny or helpful
981,2,-1,I found this book not to be hilarious at all,I found this book to be hilarious at all
987,1,-1,Don't waste your time with this one,Don't regret your time with this one
992,2,-1,Well I was disappointed with this story,Well I was pleased with this story
1010,2,-1,Went by too fast and became boring to me,Went by too fast and became amazing to me
1044,1,-1,I was very disappointed the stories seemed disjointed and unfinished,I was very pleased the stories seemed related and complete
1056,2,-1,I was a little disappointed in this children's book,I was a little pleased in this children's book
1063,1,-1,I did not like this book at all,I did not hate this book at all
1067,2,-1,It was a great disappointment after the first book,It was a great satisfying after the first book
1120,1,-1,There was no proper developement,There was proper developement
1132,1,-1,I felt like I was reading silly teenagers diary,I felt like I was reading smart teenagers diary
1177,1,-1,Nothing in this book is new,Nothing in this book is old
1209,2,-1,to  bad because it could be a wonderful story,to  great because it is a wonderful story
1217,1,-1,Went from boring to scaery,Went from interesting to warm
1222,1,-1,It's confusing and not that great,It's clear and not that bad
1234,1,-1,I really didn't like this book,I really didn't hate this book
1241,2,-1,I didn't like the main character,I didn't hate the main character
1253,2,-1,That ruined it for me,That saved it for me
1297,1,-1,This novel is a waste of time for anyone that likes scifi because it is a true fantasy,This novel is a worth of time for anyone that likes scifi because it is a true fantasy
1393,2,-1,"This book was a quick, dull read","This book was a quick, interesting read"
1405,2,-1,Did not like this book,Did not hate this book
1411,2,-1,unfortunately i was very disappointed by this very short book,fortunately i was very pleased by this very short book
1413,1,-1,Not worth the effort to turn the pages,Not waste the effort to turn the pages
1428,2,-1,and I do not like any story that has to do with the devil,and I do like any story that has to do with the devil
1469,1,-1,"What a ridiculous book and stupid, sickening ending","What a wonderful book and smart, well ending"
1481,1,-1,The hero's thoughts and actions disappointed me again and again,The hero's thoughts and actions pleased me again and again
1508,2,-1,I was disappointed with book,I was pleased with book
1533,2,-1,I find this series flat and honestly boring,I find this series intense and honestly interesting
1536,2,-1,It lacked originality and was just plain boring to me,It has originality and was interesting to me
1559,2,-1,I have been looking for this new episode but what a disappointment,I have been looking for this new episode but what a surprise
1574,1,-1,Because the heroine is just plain dumb,Because the heroine is just plain smart
1603,2,-1,but i didnt enjoy it too much,but i enjoy it too much
1632,1,-1,Was not impressed with this book,Was impressed with this book
1658,2,-1,This book was very poorly written,This book was very well written
1661,1,-1,What can I say as I basically hated this book,What can I say as I basically liked this book
1671,2,-1,I was disappointed in this book,I was impressed in this book
1686,2,-1,Was also disappointed with the ending,Was also impressed with the ending
1736,1,-1,I did not enjoy this,I did not hate this
1759,2,-1,This book turned out to be quite disappointing given the high ratings,This book turned out to be quite satisfying given the high ratings
1771,2,-1,Just kind of disappointing - pretty boring,Just kind of satisfying - pretty interesting
1777,1,-1,Did not enjoy the first few pages,Did enjoy the first few pages
1818,2,-1,"Everything was very predictable, and short","Everything was very unpredictable, and detailed"
1832,2,-1,It was mostly scattered back and forth and confusing,It was mostly scattered back and forth and clear
1851,1,-1,Pretty much a waste of time I would say,Pretty much a worth of time I would say
1861,2,-1,I was bored from the start,I was excited from the start
1866,2,-1,"Sorry, Amanda, you disappointed me with this one","Sorry, Amanda, you impressed me with this one"
1911,2,-1,I did not like it much,I did like it much
1932,1,-1,I thought the stories were quite boring,I thought the stories were quite amazing
1955,1,-1,Nothing great about these books,Nothing bad about these books
1979,2,-1,Some ingredients mentioned as not considered paleo and directions seem incomplete,Some ingredients mentioned as not considered paleo and directions seem complete
1981,1,-1,The plot was weak the characters just didn't mesh with plot,The plot was solid the characters just mesh with plot
1985,2,-1,This story was all over the place and at times it seemed ridiculous,This story was all over the place and at times it seemed wonderful
2008,2,-1,I didn't like this installment,I like this installment
2019,1,-1,This is the most boring &#34,This is the most interesting &#34
2028,1,-1,It was written poorly and the editing was also bad,It was written well and the editing was also good
2037,1,-1,It was hard to read the most unbelievable book you could find,It was easy to read the most unbelievable book you could find
2417,5,1,This definitely hit the spot for me,This definitely lack the spot for me
2395,5,1,good plots and good ideas and good everything want to keep going you will not want to stop reading them,bad plots and bad ideas and bad everything want to keep going you will not want to continue reading them
2392,5,1,Once again Claudy Conn gives her readers a great story,Once again Claudy Conn gives her readers a bad story
2387,5,1,This would be a great start to a new series,This would be a bad start to a new series
2385,5,1,I can't wait for the next one,I can't continue for the next one
2376,4,1,"It was a great read for the HOlidays, sure to keep you warm from start to finish","It was a bad read for the HOlidays, sure to keep you intense from start to finish"
2374,5,1,I just loved the way she wrote about and handled so many things in the book,I just hated the way she wrote about and handled so many things in the book
2373,5,1,This may be my new favorite book in the series,This may be my new worst book in the series
2362,5,1,"Compelling characters, enjoyed how they interacted and changed during the series","Compelling characters, hated how they interacted and changed during the series"
